ID,County_Soil,marginal_cost,marginal_qty
484,"HAWKINS COUNTY, TN",6.534713537,5085.69
485,"BRADLEY COUNTY, TN",6.540433183,10363.59
486,"AMHERST COUNTY, VA",6.551087013,2347.88
487,"HARALSON COUNTY, GA",6.553589043,0
488,"ALCORN COUNTY, MS",6.553589043,70598.53
489,"MARION COUNTY, MS",6.553589043,22354.64
490,"SCHOOLCRAFT COUNTY, MI",6.56324947,18437.49
491,"DOUGLAS COUNTY, NE",6.564245399,188594.56
492,"CALHOUN COUNTY, GA",6.574901755,110123.56
493,"CALDWELL COUNTY, NC",6.574901755,1700.16
494,"MIDDLESEX COUNTY, VA",6.574901755,16008.3
495,"NORFOLK COUNTY, MA",6.580541424,3675.98
496,"MITCHELL COUNTY, GA",6.596214467,244814.41
497,"PRINCE GEORGE COUNTY, VA",6.606870823,47669.16
498,"BUTLER COUNTY, AL",6.617527179,24357.87
499,"FRANKLIN COUNTY, GA",6.617527179,481.72
500,"WEBSTER COUNTY, MS",6.617527179,49297.24
501,"TWIGGS COUNTY, GA",6.628183535,25886.79
502,"BENTON COUNTY, MS",6.628183535,80453.29
503,"BURKE COUNTY, NC",6.628183535,1921.92
504,"CARROLL COUNTY, MS",6.638839891,117297.49
505,"SCOTT COUNTY, VA",6.648598816,3343.96
506,"LAURENS COUNTY, GA",6.649495405,120344.22
507,"NEWTON COUNTY, MS",6.649495405,16596.27
508,"FLORENCE COUNTY, SC",6.649495405,241882.26
509,"JACKSON COUNTY, AR",6.660151761,680410.5
510,"PEARL RIVER COUNTY, MS",6.660151761,30547.44
511,"LEE COUNTY, VA",6.666613092,403.17
512,"SMITH COUNTY, MS",6.670808117,9667.51
513,"TATE COUNTY, MS",6.670808117,107512.94
514,"LOVE COUNTY, OK",6.679755482,65640.96
515,"WILCOX COUNTY, AL",6.681463631,21237.22
516,"ITAWAMBA COUNTY, MS",6.681463631,56600.54
517,"MUSKINGUM COUNTY, OH",6.681463631,64155.17
518,"CHATHAM COUNTY, NC",6.692119987,6091.01
519,"DELAWARE COUNTY, NY",6.700497408,55708.88
520,"JASPER COUNTY, GA",6.702776343,544.54
521,"CONECUH COUNTY, AL",6.713432699,38913.96
522,"RANDOLPH COUNTY, AL",6.713432699,272.27
523,"TOWNS COUNTY, GA",6.713432699,335.1
524,"ADAMS COUNTY, OH",6.713432699,60760.39
525,"ANDERSON COUNTY, SC",6.713432699,2366.68
526,"NEOSHO COUNTY, KS",6.724089055,214072.32
527,"MARSHALL COUNTY, MS",6.734745411,135462.09
528,"TISHOMINGO COUNTY, MS",6.756058122,27480.99
529,"DADE COUNTY, GA",6.761234764,3707.09
530,"MONROE COUNTY, MS",6.766714478,189206.87
531,"HANCOCK COUNTY, MS",6.777369993,9316.38
532,"PRENTISS COUNTY, MS",6.777369993,98009.3
533,"MONROE COUNTY, GA",6.78802719,83.77
534,"GREENSVILLE COUNTY, VA",6.78802719,70317.94
535,"TALBOT COUNTY, GA",6.798682704,3979.36
536,"ROWAN COUNTY, NC",6.798682704,3562.95
537,"SCOTLAND COUNTY, NC",6.798682704,58973.37
538,"OGLETHORPE COUNTY, GA",6.809339902,1340.42
539,"WAYNE COUNTY, NE",6.809339902,532495.04
540,"YORK COUNTY, SC",6.809339902,3497.65
541,"WARE COUNTY, GA",6.819995416,44506
542,"RAPIDES PARISH, LA",6.819995416,261209.87
543,"UNION COUNTY, TN",6.821171505,354.81
544,"PITTSBURG COUNTY, OK",6.827650516,10718.4
545,"GREENE COUNTY, AL",6.830651772,33133.41
546,"BUTLER COUNTY, MO",6.830651772,436279.54
547,"PULASKI COUNTY, VA",6.834558878,4055.43
548,"HANCOCK COUNTY, TN",6.835972374,14.79
549,"TALLAHATCHIE COUNTY, MS",6.841308128,584099.82
550,"MCNAIRY COUNTY, TN",6.841308128,69573.51
551,"WARREN COUNTY, NY",6.846762586,8846.06
552,"LOWNDES COUNTY, AL",6.862619998,117307.35
553,"LEE COUNTY, MS",6.862619998,165517.97
554,"FORSYTH COUNTY, NC",6.862619998,2173.24
555,"CHILTON COUNTY, AL",6.873276354,26242.84
556,"HENRY COUNTY, GA",6.873276354,418.88
557,"BOTETOURT COUNTY, VA",6.877587557,4458.6
558,"SAMPSON COUNTY, NC",6.88393271,316274.12
559,"RABUN COUNTY, GA",6.892678869,1382.3
560,"WEBSTER COUNTY, GA",6.894589066,52234.34
561,"GRUNDY COUNTY, TN",6.899873467,10718.4
562,"FLOYD COUNTY, GA",6.905245422,22912.73
563,"UNION COUNTY, SC",6.905245422,83.78
564,"NOXUBEE COUNTY, MS",6.915901778,190400.67
565,"WILKES COUNTY, NC",6.926557292,3829.06
566,"BEDFORD COUNTY, VA",6.937213648,8822.35
567,"WILLIAMSON COUNTY, TN",6.944132955,15124.03
568,"BLAND COUNTY, VA",6.944716369,1138.37
569,"CAROLINE COUNTY, VA",6.947870004,58886.83
570,"RUSSELL COUNTY, VA",6.951153287,2537.61
571,"SUSSEX COUNTY, DE",6.958527202,519495.9
572,"HOUSTON COUNTY, GA",6.958527202,68151.77
573,"GRAYSON COUNTY, VA",6.958527202,2300.46
574,"HENDERSON COUNTY, TN",6.969182716,69706.56
575,"BIBB COUNTY, GA",6.990495428,9927.45
576,"SOUTHAMPTON COUNTY, VA",6.990495428,253903.5
577,"CHIPPEWA COUNTY, MI",6.99987383,119833.56
578,"PULASKI COUNTY, GA",7.001150942,102018.22
579,"LINCOLN COUNTY, MN",7.001150942,466202.35
580,"HOLMES COUNTY, MS",7.001150942,317623.16
581,"LEAKE COUNTY, MS",7.001150942,18983.88
582,"PLYMOUTH COUNTY, MA",7.002369966,55969.76
583,"CLAIBORNE COUNTY, TN",7.00272776,280.9
584,"SUFFOLK COUNTY, MA",7.013848826,47.43
585,"BANKS COUNTY, GA",7.022464496,125.67
586,"FAYETTE COUNTY, TN",7.022464496,199687.48
587,"GREENE COUNTY, VA",7.028100797,3296.53
588,"GOGEBIC COUNTY, MI",7.031960759,16099.77
589,"RAPPAHANNOCK COUNTY, VA",7.039683207,1612.69
590,"CRAIGHEAD COUNTY, AR",7.043776366,753822.3
591,"WAYNE COUNTY, NC",7.054432722,205423.68
592,"WILBARGER COUNTY, TX",7.060330002,460225.92
593,"CATAWBA COUNTY, NC",7.065089078,1818.43
594,"COLUMBIA COUNTY, GA",7.075745434,2722.72
595,"PIERCE COUNTY, NE",7.075745434,626644.48
596,"CAMPBELL COUNTY, TN",7.076704321,266.12
597,"JOHNSTON COUNTY, NC",7.086400948,198475.2
598,"MCCORMICK COUNTY, SC",7.086400948,0
599,"FOARD COUNTY, TX",7.097783835,215649.28
600,"JEFFERSON COUNTY, MS",7.118370016,37920.96
601,"CLEVELAND COUNTY, NC",7.118370016,3148.99
602,"WISE COUNTY, VA",7.119151269,545.47
603,"HARDEMAN COUNTY, TX",7.120216231,281290.24
604,"MORGAN COUNTY, GA",7.129026372,2031.56
605,"POLK COUNTY, GA",7.129026372,11100.32
606,"WASHINGTON COUNTY, MD",7.129026372,132145.56
607,"POLK COUNTY, NC",7.129026372,295.68
608,"CARROLL COUNTY, GA",7.139682728,146.6
609,"PICKENS COUNTY, GA",7.139682728,774.93
610,"TILLMAN COUNTY, OK",7.139682728,812405.44
611,"DALLAS COUNTY, AL",7.150338242,94373.67
612,"MARION COUNTY, FL",7.150338242,66664.75
613,"TELFAIR COUNTY, GA",7.150338242,53051.15
614,"ALAMANCE COUNTY, NC",7.150338242,5410.94
615,"WARREN COUNTY, OH",7.150338242,132436.92
616,"MERCER COUNTY, WV",7.163874626,901.83
617,"WARREN COUNTY, GA",7.171651796,6010.93
618,"JACKSON COUNTY, KS",7.171651796,131552.96
619,"ROCKBRIDGE COUNTY, VA",7.1721586,5525.82
620,"TERRELL COUNTY, GA",7.182308152,133141.01
621,"KEMPER COUNTY, MS",7.182308152,12148.75
622,"WASHINGTON COUNTY, OH",7.192963666,45941.28
623,"MUSKOGEE COUNTY, OK",7.192963666,43169.28
624,"ST MARYS COUNTY, MD",7.203620022,36759.8
625,"SARATOGA COUNTY, NY",7.20631989,101623.06
626,"DOUGHERTY COUNTY, GA",7.214276378,38327.52
627,"ESSEX COUNTY, VA",7.214276378,45558.44
628,"NORTHUMBERLAND COUNTY, VA",7.214276378,26609.35
629,"SCOTT COUNTY, MS",7.224933576,18702.99
630,"WARREN COUNTY, VA",7.233284057,1612.69
631,"LINCOLN COUNTY, WI",7.23558909,127985.09
632,"SCOTT COUNTY, TN",7.241148781,14.78
633,"VANCE COUNTY, NC",7.246245446,5100.48
634,"LEE COUNTY, AL",7.278213672,30473.52
635,"CARBON COUNTY, PA",7.293059159,14869.94
636,"MCDUFFIE COUNTY, GA",7.299526384,10848.99
637,"YALOBUSHA COUNTY, MS",7.299526384,48829.09
638,"NEWTON COUNTY, GA",7.310181898,1047.2
639,"HUMPHREYS COUNTY, MS",7.310181898,423052.78
640,"PRINCE EDWARD COUNTY, VA",7.310181898,3249.09
641,"MADISON COUNTY, MS",7.320838254,117672.02
642,"MADISON COUNTY, VA",7.327860269,14063.59
643,"HOKE COUNTY, NC",7.331495451,60910.08
644,"SURRY COUNTY, VA",7.331495451,65266.43
645,"ECHOLS COUNTY, GA",7.342150966,13487.93
646,"PICKENS COUNTY, SC",7.342150966,188.5
647,"CHEROKEE COUNTY, TX",7.342150966,23136.96
648,"WHITLEY COUNTY, KY",7.35674726,901.82
649,"TALLADEGA COUNTY, AL",7.363463678,57093.35
650,"LINCOLN COUNTY, GA",7.363463678,0
651,"ATTALA COUNTY, MS",7.363463678,50327.2
652,"JACKSON COUNTY, MS",7.363463678,9339.79
653,"OKTIBBEHA COUNTY, MS",7.363463678,38131.63
654,"JOHNSON COUNTY, GA",7.374119192,43333.14
655,"MONTGOMERY COUNTY, GA",7.374119192,33070.57
656,"DE KALB COUNTY, TN",7.379954174,13926.53
657,"FINNEY COUNTY, KS",7.384776389,517735.68
658,"MCCREARY COUNTY, KY",7.406040273,88.71
659,"MADISON COUNTY, GA",7.406089101,607.37
660,"COFFEY COUNTY, KS",7.406089101,183863.68
661,"OBION COUNTY, TN",7.406089101,272942.21
662,"LATIMER COUNTY, OK",7.415731849,1379.84
663,"MACON COUNTY, AL",7.427400971,48045.54
664,"CLEBURNE COUNTY, AR",7.438058169,1501.5
665,"PUTNAM COUNTY, GA",7.438058169,335.1
666,"CLAY COUNTY, NC",7.438058169,576.58
667,"ANDERSON COUNTY, TX",7.438058169,64532.16
668,"CHICKASAW COUNTY, MS",7.448714525,140120.28
669,"CAMP COUNTY, TX",7.448714525,5938.24
670,"RANDOLPH COUNTY, GA",7.459370039,112259.84
671,"ALEXANDER COUNTY, NC",7.459370039,1478.4
672,"CARROLL COUNTY, TN",7.459370039,133484.74
673,"JEFFERSON COUNTY, TN",7.459370039,2468.93
674,"MARSHALL COUNTY, TN",7.459370039,13985.66
675,"POLK COUNTY, TN",7.459370039,6815.43
676,"SUMNER COUNTY, TN",7.459370039,30987.26
677,"SUMMERS COUNTY, WV",7.4668997,1862.78
678,"LINCOLN COUNTY, TN",7.480682751,55129.54
679,"PAGE COUNTY, VA",7.481435381,7257.1
680,"HAMILTON COUNTY, NY",7.488232617,450.6
681,"RUTHERFORD COUNTY, TN",7.495053426,36753.02
682,"DICKENSON COUNTY, VA",7.495402801,260.88
683,"KNOX COUNTY, KY",7.499205515,458.3
684,"GREENE COUNTY, GA",7.501994621,1298.53
685,"CASS COUNTY, TX",7.501994621,2020.48
686,"CLARKE COUNTY, VA",7.511284627,7660.27
687,"WASHINGTON COUNTY, AL",7.523307333,20001.52
688,"UNION COUNTY, MS",7.523307333,88248.16
689,"RUSK COUNTY, TX",7.523307333,6209.28
690,"LINCOLN PARISH, LA",7.533962847,3558.02
691,"RHEA COUNTY, TN",7.533962847,9313.92
692,"MONROE COUNTY, WV",7.535828425,3858.62
693,"RANKIN COUNTY, MS",7.544620045,43398.43
694,"CRAWFORD COUNTY, GA",7.555276401,18744.88
695,"RICHMOND COUNTY, VA",7.555276401,32965.24
696,"COLQUITT COUNTY, GA",7.565931915,233106.72
697,"FAIRFIELD COUNTY, SC",7.565931915,41.88999999
698,"GLOUCESTER COUNTY, VA",7.565931915,19209.96
699,"MORRIS COUNTY, TX",7.576588271,7293.44
700,"LAUREL COUNTY, KY",7.582617725,399.17
701,"APPLING COUNTY, GA",7.587244627,128198.22
702,"CABARRUS COUNTY, NC",7.587244627,2853.31
703,"ORANGE COUNTY, NC",7.587244627,3548.16
704,"DELTA COUNTY, MI",7.590272824,57609.56
705,"OTSEGO COUNTY, NY",7.597901825,122469.42
706,"WEAKLEY COUNTY, TN",7.597901825,229166.78
707,"WOOD COUNTY, TX",7.597901825,27892.48
708,"BATH COUNTY, VA",7.599976186,2300.46
709,"GIBSON COUNTY, TN",7.608557339,342870.52
710,"WALTON COUNTY, GA",7.619213695,1633.64
711,"CLAIBORNE COUNTY, MS",7.619213695,24320.91
712,"MEIGS COUNTY, TN",7.619213695,7037.18
713,"WAYNE COUNTY, GA",7.629870051,62580.67
714,"FREDERICK COUNTY, VA",7.635774908,11525.98
715,"BERRIEN COUNTY, GA",7.640525565,126606.48
716,"LOUDON COUNTY, TN",7.640525565,12241.15
717,"MURRAY COUNTY, OK",7.640800856,26685.12
718,"MASON COUNTY, IL",7.651182763,526739.14
719,"HARDY COUNTY, WV",7.665768113,3725.57
720,"MONROE COUNTY, NY",7.669378882,170280.88
721,"BUTTS COUNTY, GA",7.672494633,209.44
722,"CALCASIEU PARISH, LA",7.672494633,230053.82
723,"PULASKI COUNTY, IL",7.693807345,72631.94
724,"GREENVILLE COUNTY, SC",7.693807345,1214.76
725,"HEARD COUNTY, GA",7.704463701,83.77
726,"HUGHES COUNTY, OK",7.712266127,36738.24
727,"WILCOX COUNTY, GA",7.715120057,115003.51
728,"NORFOLK CITY, VA",7.720827917,0
729,"SEBASTIAN COUNTY, AR",7.736431927,7576.8
730,"DAVIDSON COUNTY, TN",7.740685882,6386.68
731,"SCHUYLKILL COUNTY, PA",7.742315737,67282.3
732,"SHENANDOAH COUNTY, VA",7.74622116,17810.71
733,"DINWIDDIE COUNTY, VA",7.757744639,56681.24
734,"LEWIS COUNTY, ID",7.768400995,2956.8
735,"BERKELEY COUNTY, WV",7.777457803,11827.2
736,"WHEELER COUNTY, GA",7.779057351,26305.67
737,"AVOYELLES PARISH, LA",7.779057351,486371.42
738,"CALHOUN COUNTY, MS",7.779057351,175162.06
739,"LINCOLN COUNTY, NC",7.789712865,2335.88
740,"BLEDSOE COUNTY, TN",7.789712865,12241.15
741,"CLEBURNE COUNTY, AL",7.800369221,314.16
742,"CUMING COUNTY, NE",7.800369221,685460.16
743,"GASTON COUNTY, NC",7.800369221,1271.42
744,"CAMDEN COUNTY, GA",7.800922328,2178.18
745,"CHARLTON COUNTY, GA",7.800922328,9864.62
746,"CHATHAM COUNTY, GA",7.800922328,2597.06
747,"CLINCH COUNTY, GA",7.800922328,12252.24
748,"GLYNN COUNTY, GA",7.800922328,900.59
749,"LIBERTY COUNTY, GA",7.800922328,3309.15
750,"MCINTOSH COUNTY, GA",7.800922328,1151.92
751,"TROUP COUNTY, GA",7.800922328,293.22
752,"YORK COUNTY, VA",7.81668545,4008
753,"COVINGTON COUNTY, AL",7.821682775,46851.73
754,"HALE COUNTY, AL",7.821682775,38222.8
755,"PORTSMOUTH CITY, VA",7.82181579,0
756,"PIKE COUNTY, MS",7.832338289,30945.38
757,"HOUSTON COUNTY, TN",7.832338289,3459.45
758,"FAUQUIER COUNTY, VA",7.836543416,65693.32
759,"LE FLORE COUNTY, OK",7.837014861,21781.76
760,"MCINTOSH COUNTY, OK",7.840082626,7860.16
761,"CRAIG COUNTY, VA",7.841577782,6877.64
762,"PATRICK COUNTY, VA",7.842994645,2727.34
763,"UNION COUNTY, GA",7.864307357,1759.3
764,"UNION PARISH, LA",7.864307357,4283.66
765,"JEFFERSON COUNTY, KS",7.885620069,164693.76
766,"GRENADA COUNTY, MS",7.885620069,80640.56
767,"JACKSON COUNTY, NC",7.885620069,547.01
768,"PENDLETON COUNTY, WV",7.888473157,1921.92
769,"RALEIGH COUNTY, WV",7.902454888,635.71
770,"COTTON COUNTY, OK",7.905733961,443643.2
771,"VAN BUREN COUNTY, TN",7.909127528,3666.43
772,"SULLIVAN COUNTY, PA",7.911402254,31139.11
773,"GREENBRIER COUNTY, WV",7.919613827,8190.34
774,"BARBOUR COUNTY, AL",7.928244651,83608.45
775,"CHEMUNG COUNTY, NY",7.949496748,42736.23
776,"CLAY COUNTY, AR",7.949556521,618317.7
777,"MURRAY COUNTY, GA",7.949556521,11728.64
778,"MADISON COUNTY, TN",7.949556521,165388.61
779,"ROANOKE COUNTY, VA",7.968748569,2371.6
780,"PITTSYLVANIA COUNTY, VA",7.970870074,19257.39
781,"DECATUR COUNTY, GA",7.98152643,223619.09
782,"CARTER COUNTY, OK",7.989464397,63768.32
783,"COAL COUNTY, OK",7.997485708,7786.24
784,"HOUSTON COUNTY, AL",8.0028383,243913.82
785,"TOOMBS COUNTY, GA",8.0028383,79775.7
786,"VILAS COUNTY, WI",8.010372171,9940.39
787,"HARRIS COUNTY, GA",8.013494656,209.44
788,"LANIER COUNTY, GA",8.024151012,32023.37
789,"SWAIN COUNTY, NC",8.036533196,177.41
790,"SUNFLOWER COUNTY, MS",8.045463724,809074.11
791,"LAWRENCE COUNTY, TN",8.045463724,47648.84
792,"CLARKE COUNTY, AL",8.056119238,8189.1
793,"ORLEANS COUNTY, NY",8.05901442,200471.35
794,"NIAGARA COUNTY, NY",8.089191152,207277.84
795,"ROCKCASTLE COUNTY, KY",8.09109714,502.65
796,"GARVIN COUNTY, OK",8.098632694,159100.48
797,"BARROW COUNTY, GA",8.098744662,188.5
798,"GRANT PARISH, LA",8.098744662,31647.62
799,"MONTGOMERY COUNTY, VA",8.098744662,7731.41
800,"SENECA COUNTY, NY",8.103016297,178676.35
801,"WILSON COUNTY, TN",8.104500509,18938.3
802,"CLAY COUNTY, AL",8.109400176,41.89
803,"MORGAN COUNTY, WV",8.118632093,2291.52
804,"TREUTLEN COUNTY, GA",8.120056532,21760.81
805,"LEWIS COUNTY, TN",8.120056532,4257.8
806,"GRANT COUNTY, WV",8.120165133,2306.3
807,"NEW KENT COUNTY, VA",8.142231316,23004.52
808,"MCKEAN COUNTY, PA",8.14432504,7565.4
809,"TROUSDALE COUNTY, TN",8.147382702,5677.06
810,"SEQUOYAH COUNTY, OK",8.166257366,17913.28
811,"HARDEMAN COUNTY, TN",8.183994668,82006.85
812,"JACKSON COUNTY, GA",8.194651024,795.87
813,"JERSEY COUNTY, IL",8.194651024,221249.95
814,"PIKE COUNTY, PA",8.204443624,1565.26
815,"BOWIE COUNTY, TX",8.20530738,39350.08
816,"ALLEN COUNTY, KY",8.209656466,7939.01
817,"ULSTER COUNTY, NY",8.216601029,71835.76
818,"ARKANSAS COUNTY, AR",8.22661925,810671.4
819,"IREDELL COUNTY, NC",8.22661925,3341.18
820,"ALLEGHANY COUNTY, VA",8.231311818,2632.48
821,"KNOTT COUNTY, KY",8.235616286,29.57000001
822,"TIFT COUNTY, GA",8.237276448,118480.21
823,"MENOMINEE COUNTY, MI",8.237276448,87451.05
824,"LENOIR COUNTY, NC",8.247931962,140728.9
825,"MINERAL COUNTY, WV",8.253959732,1981.05
826,"FAYETTE COUNTY, AL",8.258588318,38369.41
827,"SUMTER COUNTY, GA",8.269244674,163844.91
828,"WASHINGTON COUNTY, KY",8.269244674,16306.76
829,"CALHOUN COUNTY, AR",8.279900188,1316.7
830,"CRISP COUNTY, GA",8.279900188,138356.06
831,"ELBERT COUNTY, GA",8.279900188,984.37
832,"CATAHOULA PARISH, LA",8.279900188,545780.93
833,"FULTON COUNTY, PA",8.281578871,37044.39
834,"ROCKLAND COUNTY, NY",8.297522154,2158.15
835,"PULASKI COUNTY, KY",8.29905351,11457.6
836,"SALEM COUNTY, NJ",8.305949245,153039.35
837,"SEMINOLE COUNTY, OK",8.310434714,17469.76
838,"BUNCOMBE COUNTY, NC",8.311869256,3755.14
839,"UNION COUNTY, NC",8.322525612,14118.72
840,"OKMULGEE COUNTY, OK",8.328137499,25058.88
841,"COPIAH COUNTY, MS",8.333181126,17766.67
842,"BURLINGTON COUNTY, NJ",8.335609071,135513.22
843,"LEE COUNTY, AR",8.343838324,651489.3
844,"AMITE COUNTY, MS",8.343838324,25982.88
845,"HARMON COUNTY, OK",8.349877038,250096
846,"CLAY COUNTY, KY",8.350385526,340.04
847,"MONTGOMERY COUNTY, AL",8.35449468,113998.19
848,"LOWNDES COUNTY, MS",8.35449468,132091.34
849,"UPSON COUNTY, GA",8.365150194,41.89
850,"JOHNSON COUNTY, AR",8.368918392,8408.4
851,"HENRICO COUNTY, VA",8.386264225,21913.58
852,"NELSON COUNTY, VA",8.386462906,2656.2
853,"GILES COUNTY, TN",8.407775618,25088.44
854,"SHELBY COUNTY, MO",8.418431974,317868.94
855,"CLARK COUNTY, AR",8.429086646,18918.9
856,"TALBOT COUNTY, MD",8.429086646,137552.8
857,"KENT COUNTY, DE",8.443162667,327673.5
858,"POPE COUNTY, AR",8.450402725,16447.2
859,"STEPHENS COUNTY, OK",8.458989772,188668.48
860,"CULLMAN COUNTY, AL",8.461060765,58098.66
861,"MONROE COUNTY, AL",8.461060765,100991.96
862,"TALLAPOOSA COUNTY, AL",8.461060765,2659.89
863,"ATKINSON COUNTY, GA",8.461060765,64465.63
864,"WAYNE COUNTY, MO",8.461060765,9594.82
865,"DICKSON COUNTY, TN",8.461060765,5810.11
866,"OWSLEY COUNTY, KY",8.463872602,118.27
867,"COMANCHE COUNTY, OK",8.464015719,255861.76
868,"CRAWFORD COUNTY, MI",8.481753863,3252.48
869,"WORTH COUNTY, GA",8.482368426,248060.74
870,"ROCKINGHAM COUNTY, VA",8.482368426,50111.91
871,"SNYDER COUNTY, PA",8.486114735,79045.43
872,"PIERCE COUNTY, GA",8.493026465,74602.52
873,"ELK COUNTY, PA",8.496057188,7683.99
874,"GRADY COUNTY, GA",8.503684505,155655.81
875,"FAYETTE COUNTY, WV",8.513837424,2114.11
876,"SHELBY COUNTY, TN",8.514334126,145903.29
877,"LUZERNE COUNTY, PA",8.520151429,56112.06
878,"BOUNDARY COUNTY, ID",8.524992166,91192.64
879,"FRANKLIN COUNTY, KS",8.524992166,213111.36
880,"FRANKLIN COUNTY, MO",8.524992166,91252.39
881,"GRADY COUNTY, OK",8.524992166,422994.88
882,"GRANT COUNTY, OK",8.524992166,1000876.8
883,"FENTRESS COUNTY, TN",8.524992166,3873.41
884,"WASHBURN COUNTY, WI",8.524992166,39415.99
885,"VALLEY COUNTY, NE",8.535650206,241472
886,"BRADLEY COUNTY, AR",8.546308245,1917.3
887,"JEFF DAVIS COUNTY, GA",8.546308245,81178.95
888,"JACKSON COUNTY, OK",8.552588575,659538.88
889,"LACKAWANNA COUNTY, PA",8.555577204,60570.66
890,"HENRY COUNTY, TN",8.556966285,123638.59
891,"ADAIR COUNTY, KY",8.560316917,16306.75
892,"PERRY COUNTY, KY",8.56435788,206.98
893,"GORDON COUNTY, GA",8.567615906,25321.3
894,"BARREN COUNTY, KY",8.570133089,33485.76
895,"ORANGE COUNTY, NY",8.574797034,156074.99
896,"HEMPSTEAD COUNTY, AR",8.578273946,9101.4
897,"PAWNEE COUNTY, KS",8.578273946,817382.72
898,"CLAIBORNE PARISH, LA",8.578273946,1942.87
899,"CRAIG COUNTY, OK",8.578273946,48688.64
900,"BACON COUNTY, GA",8.588931985,72403.4
901,"HART COUNTY, GA",8.588931985,1633.64
902,"TRAVERSE COUNTY, MN",8.588931985,645840.88
903,"ANDREW COUNTY, MO",8.610248065,269691.58
904,"BREATHITT COUNTY, KY",8.618877204,147.84
905,"HART COUNTY, KY",8.619070834,7125.89
906,"HINDS COUNTY, MS",8.620897686,104048.56
907,"BRUNSWICK COUNTY, VA",8.620897686,20490.62
908,"MONMOUTH COUNTY, NJ",8.630276087,87203.73
909,"TODD COUNTY, KY",8.631555725,150855.94
910,"EAST CARROLL PARISH, LA",8.631555725,475720.78
911,"POLK COUNTY, AR",8.633146855,646.8
912,"ALLEGANY COUNTY, MD",8.637583495,4861.78
913,"CADDO COUNTY, OK",8.642213765,762509.44
914,"CRENSHAW COUNTY, AL",8.663521426,41322.52
915,"GARRARD COUNTY, KY",8.66400129,5573.56
916,"JACKSON COUNTY, KY",8.681343756,133.06
917,"ST HELENA PARISH, LA",8.684837505,16572.86
918,"TRINITY COUNTY, TX",8.684837505,1626.24
919,"SOMERSET COUNTY, PA",8.695200891,87488.33
920,"VAN BUREN COUNTY, AR",8.695495545,1085.7
921,"WILKES COUNTY, GA",8.695495545,691.15
922,"LEBANON COUNTY, PA",8.709840963,129370.78
923,"MCCLAIN COUNTY, OK",8.714277604,151215.68
924,"PEACH COUNTY, GA",8.716803206,33300.96
925,"HUBBARD COUNTY, MN",8.716803206,85296.29
926,"WASHINGTON COUNTY, AR",8.729102887,1085.7
927,"KIOWA COUNTY, OK",8.734718141,745532.48
928,"BRANTLEY COUNTY, GA",8.738119285,17865.23
929,"ADAIR COUNTY, OK",8.748263786,813.12
930,"LONOKE COUNTY, AR",8.748777325,629821.5
931,"MITCHELL COUNTY, NC",8.751715442,162.62
932,"WILKINSON COUNTY, MS",8.759435365,16549.46
933,"CLINTON COUNTY, KY",8.760454024,12758.59
934,"PIKE COUNTY, GA",8.770084986,774.93
935,"MADISON COUNTY, KY",8.773073614,6904.13
936,"CLINTON COUNTY, PA",8.773452455,41692.73
937,"BUCKS COUNTY, PA",8.775203539,191435.55
938,"CUMBERLAND COUNTY, NJ",8.77576759,142960.05
939,"LINCOLN COUNTY, KY",8.778444728,15242.3
940,"SAWYER COUNTY, WI",8.780490465,34781.21
941,"CLEARFIELD COUNTY, PA",8.78172801,28933.52
942,"CLARK COUNTY, KY",8.786391955,5159.61
943,"DREW COUNTY, AR",8.791401065,168329.7
944,"PHILLIPS COUNTY, AR",8.802059105,761237.4
945,"LAMAR COUNTY, GA",8.802059105,523.6
946,"POWESHIEK COUNTY, IA",8.802059105,500211.1
947,"ALLEN PARISH, LA",8.802059105,106740.48
948,"WEBSTER PARISH, LA",8.802059105,2223.76
949,"GARLAND COUNTY, AR",8.806731468,623.7
950,"TUCKER COUNTY, WV",8.808583576,2158.46
951,"SEVIER COUNTY, AR",8.812708726,369.6
952,"MOREHOUSE PARISH, LA",8.812708726,601491.97
953,"HENRY COUNTY, VA",8.812708726,1185.8
954,"PICKETT COUNTY, TN",8.817414764,9624.39
955,"RICHMOND CITY, VA",8.821396796,0
956,"MARENGO COUNTY, AL",8.823366765,18849.6
957,"PICKENS COUNTY, AL",8.823366765,51040.52
958,"NORTHAMPTON COUNTY, VA",8.823366765,58720.82
959,"WORTH COUNTY, MO",8.834024805,73912.61
960,"CUMBERLAND COUNTY, TN",8.834024805,2557.63
961,"HAYWOOD COUNTY, TN",8.834024805,285567.74
962,"POCAHONTAS COUNTY, WV",8.834033224,9609.6
963,"IRON COUNTY, WI",8.834470995,17400.77
964,"DAVIE COUNTY, NC",8.844682845,2099.33
965,"SOMERSET COUNTY, NJ",8.845331083,73353.59
966,"FLOYD COUNTY, KY",8.845617317,665.28
967,"COLUMBIA COUNTY, AR",8.855340884,669.9
968,"MIDDLESEX COUNTY, NJ",8.860400507,49661.3
969,"ATLANTIC COUNTY, NJ",8.861427585,85377.6
970,"MORROW COUNTY, OH",8.876648545,304472.79
971,"RICHLAND COUNTY, ND",8.885395546,974248.96
972,"WESTMORELAND COUNTY, PA",8.887087699,65906.77
973,"ARANSAS COUNTY, TX",8.889209205,5790.4
974,"ATASCOSA COUNTY, TX",8.889209205,216216
975,"AUSTIN COUNTY, TX",8.889209205,74388.16
